,title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_glide_XP_ClBr,r_glide_XP_Electro,r_glide_XP_GScore,r_glide_XP_HBond,i_glide_XP_impact_version,r_glide_XP_LipophilicEvdW,r_glide_XP_LowMW,r_glide_XP_Penalties,r_glide_XP_HBPenal,r_glide_XP_ExposPenal,r_glide_XP_RotPenal,r_glide_XP_PhobEn,r_glide_XP_PhobEnHB,r_glide_XP_PhobEnPairHB,r_glide_XP_PiCat,r_glide_XP_PiStack,i_glide_XP_PoseRank,r_glide_XP_Sitemap,r_glide_XP_Zpotr,r_i_glide_gscore,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_energy,r_i_glide_einternal,r_i_glide_emodel
7128,Z2145375183,15867,Done,152.34,-8.29389,glide-grid_6eti,,,-8.29389,-0.7,,,,,,,,,,,,,1.0,,,-8.29389,-44.35,-3.15,-47.5,11.4704,-68.2891
7130,Z2974544298,1131,Done,88.73,-8.29378,glide-grid_6eti,,,-8.29378,-0.7,,,,,,,,,,,,,1.0,,,-8.29378,-33.7024,-5.73934,-39.4417,4.78597,-55.1095
7132,Z1603553794,10382,Done,75.71,-8.29346,glide-grid_6eti,,,-8.29346,-0.7,,,,,,,,,,,,,1.0,,,-8.29346,-45.5927,-6.81546,-52.4081,3.90112,-83.2621
7134,Z2007464834,11173,Done,20.48,-8.29326,glide-grid_6eti,,,-8.29326,-0.7,,,,,,,,,,,,,1.0,,,-8.29326,-39.3276,-0.799418,-40.127,10.3278,-46.4532
7138,Z369953778,10804,Done,51.14,-8.29296,glide-grid_6eti,,,-8.29296,0.0,,,,,,,,,,,,,1.0,,,-8.29296,-41.9906,-0.190265,-42.1808,3.28519,-64.5825
7140,Z2992071334,3501,Done,65.6,-8.29283,glide-grid_6eti,,,-8.29283,0.0,,,,,,,,,,,,,1.0,,,-8.29283,-35.9885,-2.50746,-38.4959,1.54563,-59.9162
7142,Z594290048,14616,Done,54.59,-8.29204,glide-grid_6eti,,,-8.29204,0.0,,,,,,,,,,,,,1.0,,,-8.29204,-36.7253,-2.90616,-39.6314,10.3032,-50.6381
7143,Z1139195595,12742,Done,37.57,-8.29189,glide-grid_6eti,,,-8.29189,0.0,,,,,,,,,,,,,1.0,,,-8.29189,-40.5502,-0.347035,-40.8973,4.20051,-56.8356
7146,Z1576574851,1454,Done,51.95,-8.29104,glide-grid_6eti,,,-8.29104,0.0,,,,,,,,,,,,,1.0,,,-8.29104,-36.517,-2.45607,-38.9731,5.74661,-56.7555
7147,Z183353206,18063,Done,75.6,-8.29103,glide-grid_6eti,,,-8.29103,0.0,,,,,,,,,,,,,1.0,,,-8.29103,-40.25,0.233744,-40.0163,7.56916,-55.5735
7148,Z1222669403,8946,Done,57.54,-8.2909,glide-grid_6eti,,,-8.2909,-0.7,,,,,,,,,,,,,1.0,,,-8.2909,-45.2684,-1.00785,-46.2762,9.17924,-63.5554
7152,Z1717470476,15403,Done,105.69,-8.29027,glide-grid_6eti,,,-8.29027,-0.997859,,,,,,,,,,,,,1.0,,,-8.29027,-33.6804,-7.16705,-40.8474,5.3278,-59.0349
7165,Z1020543338,553,Done,43.35,-8.2883,glide-grid_6eti,,,-8.2883,-0.7,,,,,,,,,,,,,1.0,,,-8.2883,-36.6175,-7.44809,-44.0656,8.93314,-55.322
7166,Z372741138,640,Done,39.31,-8.28824,glide-grid_6eti,,,-8.28824,0.0,,,,,,,,,,,,,1.0,,,-8.28824,-38.6247,-1.524,-40.1487,10.524,-49.9301
7168,Z1538463727,16274,Done,75.2,-8.2879,glide-grid_6eti,,,-8.2879,0.0,,,,,,,,,,,,,1.0,,,-8.2879,-47.1036,-1.32175,-48.4254,2.94469,-73.8052
7169,Z1503340742,7478,Done,44.54,-8.28781,glide-grid_6eti,,,-8.28781,-0.396336,,,,,,,,,,,,,1.0,,,-8.28781,-40.6154,-4.90536,-45.5208,6.5559,-65.4908
7171,Z608712086,16027,Done,125.47,-8.28775,glide-grid_6eti,,,-8.28775,0.0,,,,,,,,,,,,,1.0,,,-8.28775,-36.2201,-5.76802,-41.9881,3.18058,-59.9288
7173,Z1544579329,17315,Done,24.99,-8.28765,glide-grid_6eti,,,-8.28765,-0.7,,,,,,,,,,,,,1.0,,,-8.28765,-38.3963,0.27,-38.1263,5.6327,-46.6635
7175,Z809306430,12760,Done,62.98,-8.28687,glide-grid_6eti,,,-8.28687,0.0,,,,,,,,,,,,,1.0,,,-8.28687,-39.5172,-1.89343,-41.4107,1.63334,-56.6345
7177,Z2090199351,1375,Done,44.49,-8.2865,glide-grid_6eti,,,-8.2865,0.0,,,,,,,,,,,,,1.0,,,-8.2865,-40.7919,-1.10724,-41.8992,1.83739,-56.7205
7178,Z2932003340,9199,Done,26.82,-8.28646,glide-grid_6eti,,,-8.28646,-0.7,,,,,,,,,,,,,1.0,,,-8.28646,-35.8393,-3.2951,-39.1344,3.50883,-57.0526
7179,Z2441168049,1689,Done,42.72,-8.28634,glide-grid_6eti,,,-8.28634,0.0,,,,,,,,,,,,,1.0,,,-8.28634,-36.0102,-1.73032,-37.7405,1.92075,-54.6367
7181,Z1071348218,7894,Done,44.46,-8.28607,glide-grid_6eti,,,-8.28607,0.0,,,,,,,,,,,,,1.0,,,-8.28607,-44.7591,-0.522732,-45.2818,2.16776,-61.5438
7184,Z773652422,1284,Done,56.67,-8.28512,glide-grid_6eti,,,-8.28512,0.0,,,,,,,,,,,,,1.0,,,-8.28512,-45.7207,-2.84528,-48.566,5.62182,-75.3315
7186,Z2959163479,9209,Done,36.21,-8.28478,glide-grid_6eti,,,-8.28478,0.0,,,,,,,,,,,,,1.0,,,-8.28478,-39.0523,-0.867344,-39.9196,1.189,-55.0016
7188,Z2099569764,17259,Done,30.68,-8.28455,glide-grid_6eti,,,-8.28455,0.0,,,,,,,,,,,,,1.0,,,-8.28455,-35.1891,-4.93221,-40.1213,2.16957,-58.865
7192,Z27669116,8182,Done,39.0,-8.28401,glide-grid_6eti,,,-8.28401,0.0,,,,,,,,,,,,,1.0,,,-8.28401,-42.6844,-1.68134,-44.3658,11.0553,-61.3194
7194,Z1531373373,6498,Done,97.55,-8.28329,glide-grid_6eti,,,-8.28329,-0.553739,,,,,,,,,,,,,1.0,,,-8.28329,-38.2994,-2.01141,-40.3108,6.82034,-54.8639
7195,Z2004905369,12709,Done,26.03,-8.28277,glide-grid_6eti,,,-8.28277,-0.509242,,,,,,,,,,,,,1.0,,,-8.28277,-33.5539,-2.79925,-36.3532,3.47371,-53.5704
7196,Z2965658980,15856,Done,48.23,-8.2824,glide-grid_6eti,,,-8.2824,-0.7,,,,,,,,,,,,,1.0,,,-8.2824,-32.1192,-4.06612,-36.1854,2.77734,-32.4483
7198,Z2648233426,316,Done,48.56,-8.28211,glide-grid_6eti,,,-8.28211,0.0,,,,,,,,,,,,,1.0,,,-8.28211,-49.5968,-1.41912,-51.0159,3.36279,-77.0264
7202,Z391924702,9568,Done,65.87,-8.28143,glide-grid_6eti,,,-8.28143,0.0,,,,,,,,,,,,,1.0,,,-8.28143,-40.4906,-0.794566,-41.2852,0.0,-58.5263
7205,Z3686096299,11871,Done,63.86,-8.28095,glide-grid_6eti,,,-8.28095,0.0,,,,,,,,,,,,,1.0,,,-8.28095,-42.3997,-2.30649,-44.7062,3.46175,-68.7272
7206,Z57244494,11463,Done,32.26,-8.2809,glide-grid_6eti,,,-8.2809,0.0,,,,,,,,,,,,,1.0,,,-8.2809,-43.3974,-0.123843,-43.5212,6.56594,-62.4155
7207,Z2891193327,10504,Done,90.64,-8.28083,glide-grid_6eti,,,-8.28083,0.0,,,,,,,,,,,,,1.0,,,-8.28083,-43.7355,-2.71417,-46.4497,2.63312,-65.6233
7210,Z1561023115,9670,Done,24.16,-8.28056,glide-grid_6eti,,,-8.28056,0.0,,,,,,,,,,,,,1.0,,,-8.28056,-38.9193,-3.09221,-42.0115,1.28008,-42.1436
7211,Z3215989347,11024,Done,55.11,-8.2802,glide-grid_6eti,,,-8.2802,0.0,,,,,,,,,,,,,1.0,,,-8.2802,-31.761,-3.7248,-35.4858,12.391,-47.3053
7212,Z2915908298,2503,Done,57.27,-8.28002,glide-grid_6eti,,,-8.28002,0.0,,,,,,,,,,,,,1.0,,,-8.28002,-45.2521,-0.710809,-45.9629,8.2827,-67.349
7215,Z3440725036,18979,Done,56.82,-8.27939,glide-grid_6eti,,,-8.27939,0.0,,,,,,,,,,,,,1.0,,,-8.27939,-40.8913,-3.06145,-43.9528,3.09142,-64.0741
7217,Z2103079061,3894,Done,77.16,-8.27808,glide-grid_6eti,,,-8.27808,-0.570926,,,,,,,,,,,,,1.0,,,-8.27808,-46.6885,-0.958724,-47.6472,0.275174,-77.2795
7218,Z1699314270,16311,Done,70.7,-8.27803,glide-grid_6eti,,,-8.27803,0.0,,,,,,,,,,,,,1.0,,,-8.27803,-43.0873,-2.56191,-45.6492,2.88243,-62.1599
7220,Z2711568783,17845,Done,83.62,-8.27798,glide-grid_6eti,,,-8.27798,-0.7,,,,,,,,,,,,,1.0,,,-8.27798,-39.681,-2.36204,-42.0431,14.9532,-52.889
7221,Z1180509188,1479,Done,54.52,-8.27787,glide-grid_6eti,,,-8.27787,0.0,,,,,,,,,,,,,1.0,,,-8.27787,-40.1451,-0.948516,-41.0936,0.37256,-56.6294
7223,Z2052054891,10337,Done,47.57,-8.27777,glide-grid_6eti,,,-8.27777,0.0,,,,,,,,,,,,,1.0,,,-8.27777,-34.9055,-3.36446,-38.27,4.85109,-47.6669
7227,Z852069568,6959,Done,66.3,-8.2771,glide-grid_6eti,,,-8.2771,-0.160971,,,,,,,,,,,,,1.0,,,-8.2771,-36.5106,-4.58755,-41.0981,5.29023,-55.0233
7228,Z1368903771,13823,Done,30.25,-8.27698,glide-grid_6eti,,,-8.27698,-0.532644,,,,,,,,,,,,,1.0,,,-8.27698,-37.1045,-3.86458,-40.9691,2.61638,-61.0691
7229,Z1081913592,16849,Done,32.8,-8.2767,glide-grid_6eti,,,-8.2767,0.0,,,,,,,,,,,,,1.0,,,-8.2767,-38.9721,-0.345994,-39.3181,6.13597,-55.4217
7234,Z2762263594,20423,Done,94.45,-8.27544,glide-grid_6eti,,,-8.27544,-0.7,,,,,,,,,,,,,1.0,,,-8.27544,-35.9034,-3.92524,-39.8286,5.70118,-61.4701
7235,Z2054362301,14805,Done,80.32,-8.27543,glide-grid_6eti,,,-8.27543,-0.21965,,,,,,,,,,,,,1.0,,,-8.27543,-43.6208,-2.5402,-46.161,1.2106,-68.9716
7236,Z1989494044,16485,Done,44.69,-8.27529,glide-grid_6eti,,,-8.27529,-0.69067,,,,,,,,,,,,,1.0,,,-8.27529,-36.4906,-5.56631,-42.0569,8.17703,-55.3783
7244,Z594307580,19705,Done,61.56,-8.27415,glide-grid_6eti,,,-8.27415,-1.33,,,,,,,,,,,,,1.0,,,-8.27415,-34.4548,-6.08768,-40.5424,6.21308,-60.9117
7246,Z2187224427,3918,Done,72.6,-8.27393,glide-grid_6eti,,,-8.27393,-0.7,,,,,,,,,,,,,1.0,,,-8.27393,-39.7152,-6.21532,-45.9305,4.11439,-59.9176
7249,Z3438364106,4125,Done,40.09,-8.27303,glide-grid_6eti,,,-8.27303,-0.7,,,,,,,,,,,,,1.0,,,-8.27303,-37.116,-5.99386,-43.1098,0.282058,-66.8846
7250,Z1829006869,20135,Done,30.15,-8.27302,glide-grid_6eti,,,-8.27302,-0.431181,,,,,,,,,,,,,1.0,,,-8.27302,-34.9955,-2.00315,-36.9987,2.93817,-51.2115
7252,Z89291258,3787,Done,48.02,-8.27237,glide-grid_6eti,,,-8.27237,0.0,,,,,,,,,,,,,1.0,,,-8.27237,-42.5256,-0.0569122,-42.5825,6.39201,-56.8566
7254,Z1675576460,14681,Done,87.73,-8.27229,glide-grid_6eti,,,-8.27229,0.0,,,,,,,,,,,,,1.0,,,-8.27229,-43.932,-1.66802,-45.6,12.2204,-62.5158
7257,Z780517656,6478,Done,122.03,-8.27215,glide-grid_6eti,,,-8.27215,-0.7,,,,,,,,,,,,,1.0,,,-8.27215,-42.9792,-6.71356,-49.6928,2.15709,-77.6489
7259,Z2884196989,10502,Done,39.6,-8.27193,glide-grid_6eti,,,-8.27193,-0.7,,,,,,,,,,,,,1.0,,,-8.27193,-31.1995,-2.98081,-34.1803,1.70151,-44.3343
7261,Z2527309358,16927,Done,53.04,-8.27165,glide-grid_6eti,,,-8.27165,-0.316408,,,,,,,,,,,,,1.0,,,-8.27165,-42.5467,-2.51363,-45.0604,8.04874,-67.3859
7263,Z271529028,15088,Done,25.85,-8.27156,glide-grid_6eti,,,-8.27156,0.0,,,,,,,,,,,,,1.0,,,-8.27156,-36.0383,-1.64283,-37.6811,2.61926,-50.7263
7264,Z729042624,8264,Done,61.95,-8.27123,glide-grid_6eti,,,-8.27123,-0.7,,,,,,,,,,,,,1.0,,,-8.27123,-36.8554,-4.44449,-41.2999,0.904846,-61.3608
7269,Z2217668666,1936,Done,107.38,-8.27046,glide-grid_6eti,,,-8.27046,0.0,,,,,,,,,,,,,1.0,,,-8.27046,-41.1215,-0.872481,-41.994,3.22024,-59.2215
7272,Z1623878467,3717,Done,63.39,-8.26915,glide-grid_6eti,,,-8.26915,-0.7,,,,,,,,,,,,,1.0,,,-8.26915,-35.1569,-8.02967,-43.1866,5.10156,-58.4531
7273,Z2294616473,294,Done,83.86,-8.26914,glide-grid_6eti,,,-8.26914,-1.27618,,,,,,,,,,,,,1.0,,,-8.26914,-36.9491,-4.61169,-41.5608,0.819774,-63.8532
7275,Z2963133373,9210,Done,52.23,-8.26874,glide-grid_6eti,,,-8.26874,0.0,,,,,,,,,,,,,1.0,,,-8.26874,-42.8063,-1.11964,-43.9259,1.02081,-61.5603
7276,Z2958310187,16360,Done,91.23,-8.26869,glide-grid_6eti,,,-8.26869,-0.611153,,,,,,,,,,,,,1.0,,,-8.26869,-35.1135,-5.12178,-40.2353,2.90218,-53.2765
7278,Z1672679942,18900,Done,43.84,-8.26852,glide-grid_6eti,,,-8.26852,0.0,,,,,,,,,,,,,1.0,,,-8.26852,-43.733,-1.57947,-45.3124,8.55741,-67.1224
7282,Z1500110553,2653,Done,86.46,-8.26725,glide-grid_6eti,,,-8.26725,0.0,,,,,,,,,,,,,1.0,,,-8.26725,-45.5649,-0.9562,-46.5211,1.92517,-70.6134
7283,Z1908063328,1221,Done,31.36,-8.2672,glide-grid_6eti,,,-8.2672,-0.115077,,,,,,,,,,,,,1.0,,,-8.2672,-37.3819,-0.331435,-37.7133,0.714071,-54.0712
7287,Z2755267734,11003,Done,38.73,-8.26678,glide-grid_6eti,,,-8.26678,0.0,,,,,,,,,,,,,1.0,,,-8.26678,-36.3349,-1.13936,-37.4742,2.13916,-53.5248
7289,Z1517666544,8462,Done,78.51,-8.26639,glide-grid_6eti,,,-8.26639,-0.48,,,,,,,,,,,,,1.0,,,-8.26639,-36.0984,-3.41907,-39.5174,1.24873,-55.2249
7290,Z2199932096,13125,Done,20.56,-8.26625,glide-grid_6eti,,,-8.26625,0.0,,,,,,,,,,,,,1.0,,,-8.26625,-44.6311,-0.527945,-45.1591,0.881362,-66.5407
7294,Z2952830714,5500,Done,36.61,-8.2653,glide-grid_6eti,,,-8.2653,0.0,,,,,,,,,,,,,1.0,,,-8.2653,-39.7753,-1.09451,-40.8698,6.38776,-55.767
7296,Z4009102588,2202,Done,47.1,-8.26493,glide-grid_6eti,,,-8.26493,-1.1104,,,,,,,,,,,,,1.0,,,-8.26493,-28.0576,-1.10958,-29.1672,13.0855,-32.7787
7297,Z999869770,13995,Done,51.06,-8.26472,glide-grid_6eti,,,-8.26472,0.0,,,,,,,,,,,,,1.0,,,-8.26472,-36.7028,-1.08945,-37.7923,3.70345,-56.2679
7298,Z1791110557,16496,Done,95.47,-8.2646,glide-grid_6eti,,,-8.2646,-0.7,,,,,,,,,,,,,1.0,,,-8.2646,-38.1027,-5.50412,-43.6068,0.39766,-65.8115
7301,Z1675155957,2782,Done,28.3,-8.26437,glide-grid_6eti,,,-8.26437,-0.7,,,,,,,,,,,,,1.0,,,-8.26437,-40.7202,-1.46026,-42.1805,4.15124,-62.7611
7303,Z875431444,7032,Done,69.07,-8.26428,glide-grid_6eti,,,-8.26428,0.0,,,,,,,,,,,,,1.0,,,-8.26428,-32.041,-2.46735,-34.5084,3.91138,-49.1673
7304,Z3688908311,13945,Done,90.14,-8.26428,glide-grid_6eti,,,-8.26428,0.0,,,,,,,,,,,,,1.0,,,-8.26428,-43.5846,-2.61503,-46.1996,3.50358,-79.4742
7310,Z2997284397,10140,Done,74.6,-8.26333,glide-grid_6eti,,,-8.26333,0.0,,,,,,,,,,,,,1.0,,,-8.26333,-39.4003,-0.999895,-40.4002,8.82619,-49.5619
7311,Z224165866,7072,Done,86.03,-8.26309,glide-grid_6eti,,,-8.26309,0.0,,,,,,,,,,,,,1.0,,,-8.26309,-36.1575,0.0782563,-36.0793,9.17685,-51.8249
7317,Z2000911017,10276,Done,50.95,-8.26083,glide-grid_6eti,,,-8.26083,0.0,,,,,,,,,,,,,1.0,,,-8.26083,-36.9901,-2.79834,-39.7884,2.38295,-56.444
7318,Z434566882,2395,Done,37.87,-8.26081,glide-grid_6eti,,,-8.26081,0.0,,,,,,,,,,,,,1.0,,,-8.26081,-45.3839,-1.50206,-46.886,10.0778,-68.5355
7322,Z2361771934,4183,Done,47.49,-8.25998,glide-grid_6eti,,,-8.25998,0.0,,,,,,,,,,,,,1.0,,,-8.25998,-42.337,-3.04881,-45.3858,9.88035,-60.4483
7326,Z1618597280,16397,Done,33.42,-8.25965,glide-grid_6eti,,,-8.25965,-0.7,,,,,,,,,,,,,1.0,,,-8.25965,-35.2088,-3.1578,-38.3666,8.75624,-43.5193
7327,Z908578626,66,Done,26.89,-8.25963,glide-grid_6eti,,,-8.25963,0.0,,,,,,,,,,,,,1.0,,,-8.25963,-36.8269,-0.559209,-37.3861,0.910556,-54.0624
7329,Z1000830152,18077,Done,75.35,-8.2588,glide-grid_6eti,,,-8.2588,0.0,,,,,,,,,,,,,1.0,,,-8.2588,-42.0802,-3.58148,-45.6617,2.99607,-67.6819
7330,Z3409612639,9836,Done,59.69,-8.25865,glide-grid_6eti,,,-8.25865,0.0,,,,,,,,,,,,,1.0,,,-8.25865,-43.5948,0.705277,-42.8896,1.24773,-68.8419
7332,Z2926887253,2491,Done,54.09,-8.25812,glide-grid_6eti,,,-8.25812,0.0,,,,,,,,,,,,,1.0,,,-8.25812,-36.8513,-0.988851,-37.8402,7.24634,-54.4153
7335,Z1511109492,16062,Done,32.09,-8.25749,glide-grid_6eti,,,-8.25749,0.0,,,,,,,,,,,,,1.0,,,-8.25749,-44.2985,-2.27555,-46.574,7.25911,-56.2148
7336,Z852307294,13368,Done,51.36,-8.25738,glide-grid_6eti,,,-8.25738,0.0,,,,,,,,,,,,,1.0,,,-8.25738,-31.5217,-0.638505,-32.1602,5.04767,-38.2029
7337,Z1504286254,19733,Done,66.87,-8.25736,glide-grid_6eti,,,-8.25736,0.0,,,,,,,,,,,,,1.0,,,-8.25736,-39.6259,-0.25668,-39.8826,2.16835,-59.2052
7341,Z2437156768,15629,Done,58.85,-8.25619,glide-grid_6eti,,,-8.25619,0.0,,,,,,,,,,,,,1.0,,,-8.25619,-43.1855,-1.67307,-44.8586,3.93305,-64.0244
7342,Z2500774502,10993,Done,45.27,-8.25597,glide-grid_6eti,,,-8.25597,-0.576292,,,,,,,,,,,,,1.0,,,-8.25597,-36.3321,-8.31737,-44.6495,0.0,-62.8059
7344,Z1488595306,13250,Done,80.59,-8.25571,glide-grid_6eti,,,-8.25571,0.0,,,,,,,,,,,,,1.0,,,-8.25571,-37.6474,-1.453,-39.1004,10.1327,-54.4847
7345,Z1613357290,15776,Done,60.81,-8.25534,glide-grid_6eti,,,-8.25534,0.0,,,,,,,,,,,,,1.0,,,-8.25534,-41.2154,-1.06026,-42.2757,4.79786,-56.4638
7346,Z2589508049,7239,Done,49.61,-8.25532,glide-grid_6eti,,,-8.25532,-0.7,,,,,,,,,,,,,1.0,,,-8.25532,-34.171,-2.83753,-37.0086,10.0494,-47.1206
7347,Z1981702248,14085,Done,32.02,-8.25527,glide-grid_6eti,,,-8.25527,0.0,,,,,,,,,,,,,1.0,,,-8.25527,-39.3623,0.341721,-39.0206,6.48548,-53.3688
7349,Z728852510,16011,Done,40.91,-8.25473,glide-grid_6eti,,,-8.25473,-0.7,,,,,,,,,,,,,1.0,,,-8.25473,-33.1679,-2.39782,-35.5658,2.72168,-49.6714
7352,Z739593062,5730,Done,33.24,-8.25451,glide-grid_6eti,,,-8.25451,0.0,,,,,,,,,,,,,1.0,,,-8.25451,-35.5866,-1.89852,-37.4851,2.28966,-52.5854
7353,Z2642490206,7574,Done,91.35,-8.25439,glide-grid_6eti,,,-8.25439,-0.170414,,,,,,,,,,,,,1.0,,,-8.25439,-49.7258,-0.716393,-50.4422,2.49883,-70.3196
7354,Z1003175146,681,Done,22.73,-8.25408,glide-grid_6eti,,,-8.25408,-0.110553,,,,,,,,,,,,,1.0,,,-8.25408,-37.5723,1.00896,-36.5633,0.265562,-37.1939
7357,Z1528046006,10722,Done,41.15,-8.25348,glide-grid_6eti,,,-8.25348,-0.7,,,,,,,,,,,,,1.0,,,-8.25348,-35.318,-4.66582,-39.9839,2.47651,-57.195
7358,Z1564935392,10353,Done,70.61,-8.25298,glide-grid_6eti,,,-8.25298,-0.699757,,,,,,,,,,,,,1.0,,,-8.25298,-39.1883,-3.13778,-42.3261,1.38425,-60.666
7364,Z2056130183,12764,Done,70.98,-8.25228,glide-grid_6eti,,,-8.25228,-0.7,,,,,,,,,,,,,1.0,,,-8.25228,-46.8404,-5.99213,-52.8325,5.24092,-82.0882
7366,Z2208891886,12276,Done,56.6,-8.25197,glide-grid_6eti,,,-8.25197,-1.80653,,,,,,,,,,,,,1.0,,,-8.25197,-24.2756,-10.0227,-34.2983,3.98192,-47.0417
7367,Z3305298191,1016,Done,36.0,-8.2519,glide-grid_6eti,,,-8.2519,0.0,,,,,,,,,,,,,1.0,,,-8.2519,-28.332,-3.72178,-32.0538,2.8719,-44.2451
7368,Z1015789194,14536,Done,126.84,-8.25184,glide-grid_6eti,,,-8.25184,0.0,,,,,,,,,,,,,1.0,,,-8.25184,-39.7427,-2.5547,-42.2974,4.85801,-61.3216
7372,Z2437086408,10991,Done,38.07,-8.25085,glide-grid_6eti,,,-8.25085,-0.523658,,,,,,,,,,,,,1.0,,,-8.25085,-40.2697,-3.20138,-43.4711,0.0,-64.4219
7374,Z2077727423,12225,Done,67.61,-8.25006,glide-grid_6eti,,,-8.25006,0.0,,,,,,,,,,,,,1.0,,,-8.25006,-41.146,-1.19973,-42.3458,1.4414,-69.2021
7375,Z2004438282,10292,Done,58.78,-8.24999,glide-grid_6eti,,,-8.24999,-0.7,,,,,,,,,,,,,1.0,,,-8.24999,-40.9766,-3.19145,-44.1681,12.193,-57.8589
7376,Z1514386002,14018,Done,84.92,-8.24994,glide-grid_6eti,,,-8.24994,0.0,,,,,,,,,,,,,1.0,,,-8.24994,-49.0074,-1.03061,-50.038,5.34026,-79.7036
7377,Z2070121716,16903,Done,90.2,-8.24938,glide-grid_6eti,,,-8.24938,0.0,,,,,,,,,,,,,1.0,,,-8.24938,-44.9506,-3.58316,-48.5338,6.94184,-72.6606
7380,Z1555245179,16667,Done,102.79,-8.2491,glide-grid_6eti,,,-8.2491,0.0,,,,,,,,,,,,,1.0,,,-8.2491,-51.1397,1.0919,-50.0478,10.2748,-73.3742
7381,Z1267802134,11128,Done,22.01,-8.24899,glide-grid_6eti,,,-8.24899,0.0,,,,,,,,,,,,,1.0,,,-8.24899,-38.9747,-1.93436,-40.9091,3.00753,-57.3404
7382,Z273993516,18179,Done,22.98,-8.24899,glide-grid_6eti,,,-8.24899,-0.256206,,,,,,,,,,,,,1.0,,,-8.24899,-41.6958,0.205839,-41.49,0.748583,-63.079
7384,Z2464429033,13324,Done,43.02,-8.2485,glide-grid_6eti,,,-8.2485,-0.0722655,,,,,,,,,,,,,1.0,,,-8.2485,-40.0988,-7.82121,-47.92,0.640227,-70.9236
7386,Z437636810,10805,Done,41.2,-8.24844,glide-grid_6eti,,,-8.24844,-0.458194,,,,,,,,,,,,,1.0,,,-8.24844,-39.0809,-0.784304,-39.8652,6.90567,-54.0568
7387,Z1627342392,18227,Done,244.82,-8.24838,glide-grid_6eti,,,-8.24838,0.0,,,,,,,,,,,,,1.0,,,-8.24838,-46.4667,-2.85396,-49.3206,2.25035,-74.442
7389,Z1005766424,14134,Done,50.02,-8.24783,glide-grid_6eti,,,-8.24783,-0.7,,,,,,,,,,,,,1.0,,,-8.24783,-47.177,-2.69914,-49.8762,5.3981,-73.6733
7390,Z2227119358,6413,Done,20.5,-8.2476,glide-grid_6eti,,,-8.2476,-0.262417,,,,,,,,,,,,,1.0,,,-8.2476,-36.647,-2.2645,-38.9115,0.570132,-57.9611
7391,Z1995524570,17730,Done,126.0,-8.24755,glide-grid_6eti,,,-8.24755,-0.7,,,,,,,,,,,,,1.0,,,-8.24755,-38.6892,-4.26876,-42.9579,5.07961,-60.8004
7392,Z1169854429,11404,Done,83.98,-8.24714,glide-grid_6eti,,,-8.24714,0.0,,,,,,,,,,,,,1.0,,,-8.24714,-44.6311,-0.751001,-45.3821,1.13976,-73.953
7394,Z2233006126,1398,Done,84.09,-8.24699,glide-grid_6eti,,,-8.24699,-0.0889958,,,,,,,,,,,,,1.0,,,-8.24699,-42.782,-4.53527,-47.3173,3.30054,-74.2302
7396,Z1931295396,1410,Done,122.66,-8.24619,glide-grid_6eti,,,-8.24619,-0.7,,,,,,,,,,,,,1.0,,,-8.24619,-34.7076,-4.4619,-39.1695,2.36016,-57.0188
7397,Z1234579641,5727,Done,70.76,-8.24606,glide-grid_6eti,,,-8.24606,-0.7,,,,,,,,,,,,,1.0,,,-8.24606,-43.806,-4.75718,-48.5632,4.01813,-73.1037
7399,Z3024745492,13924,Done,83.02,-8.24568,glide-grid_6eti,,,-8.24568,-1.02036,,,,,,,,,,,,,1.0,,,-8.24568,-46.0921,-3.96898,-50.0611,5.33021,-72.711
7400,Z2229024425,12993,Done,42.8,-8.24561,glide-grid_6eti,,,-8.24561,0.0,,,,,,,,,,,,,1.0,,,-8.24561,-34.7151,0.833796,-33.8813,5.14489,-50.4616
7406,Z1413723091,17856,Done,43.39,-8.24428,glide-grid_6eti,,,-8.24428,0.0,,,,,,,,,,,,,1.0,,,-8.24428,-34.2214,0.00357244,-34.2178,6.56822,-40.1191
7407,Z1183313064,795,Done,55.46,-8.24401,glide-grid_6eti,,,-8.24401,0.0,,,,,,,,,,,,,1.0,,,-8.24401,-41.4551,0.950328,-40.5047,2.34065,-58.8812
7408,Z1676829452,3912,Done,42.16,-8.24389,glide-grid_6eti,,,-8.24389,0.0,,,,,,,,,,,,,1.0,,,-8.24389,-40.7283,-0.577334,-41.3056,1.62361,-54.1638
7409,Z1137695646,7268,Done,62.7,-8.24379,glide-grid_6eti,,,-8.24379,-0.7,,,,,,,,,,,,,1.0,,,-8.24379,-41.4904,-3.47974,-44.9701,4.23509,-66.656
7410,Z406822350,14697,Done,81.84,-8.24372,glide-grid_6eti,,,-8.24372,0.0,,,,,,,,,,,,,1.0,,,-8.24372,-49.9196,-1.92315,-51.8428,3.11453,-75.8923
7413,Z3103204760,11623,Done,74.73,-8.24316,glide-grid_6eti,,,-8.24316,0.0,,,,,,,,,,,,,1.0,,,-8.24316,-38.2992,-4.61961,-42.9188,8.04346,-55.6883
