,title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_glide_XP_ClBr,r_glide_XP_Electro,r_glide_XP_GScore,r_glide_XP_HBond,i_glide_XP_impact_version,r_glide_XP_LipophilicEvdW,r_glide_XP_LowMW,r_glide_XP_Penalties,r_glide_XP_HBPenal,r_glide_XP_ExposPenal,r_glide_XP_RotPenal,r_glide_XP_PhobEn,r_glide_XP_PhobEnHB,r_glide_XP_PhobEnPairHB,r_glide_XP_PiCat,r_glide_XP_PiStack,i_glide_XP_PoseRank,r_glide_XP_Sitemap,r_glide_XP_Zpotr,r_i_glide_gscore,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_energy,r_i_glide_einternal,r_i_glide_emodel
7414,Z2001279189,1786,Done,21.3,-8.2431,glide-grid_6eti,,,-8.2431,-0.7,,,,,,,,,,,,,1.0,,,-8.2431,-36.4585,-0.856223,-37.3147,5.16954,-53.6004
7416,Z1562199874,3628,Done,39.53,-8.24277,glide-grid_6eti,,,-8.24277,-0.7,,,,,,,,,,,,,1.0,,,-8.24277,-33.1397,-5.53322,-38.6729,7.07557,-50.6375
7417,Z1038934538,188,Done,49.49,-8.24275,glide-grid_6eti,,,-8.24275,0.0,,,,,,,,,,,,,1.0,,,-8.24275,-40.4236,-2.05229,-42.4759,1.94079,-60.8844
7418,Z1610698694,2767,Done,46.19,-8.24258,glide-grid_6eti,,,-8.24258,0.0,,,,,,,,,,,,,1.0,,,-8.24258,-43.9482,-0.294015,-44.2422,1.37764,-65.2287
7419,Z972023760,12849,Done,26.9,-8.24248,glide-grid_6eti,,,-8.24248,0.0,,,,,,,,,,,,,1.0,,,-8.24248,-41.0994,-1.44473,-42.5441,0.544001,-55.9043
7420,Z1724557100,7756,Done,78.55,-8.24245,glide-grid_6eti,,,-8.24245,0.0,,,,,,,,,,,,,1.0,,,-8.24245,-40.1229,-1.57304,-41.6959,4.80275,-64.5365
7421,Z1537399951,14228,Done,74.01,-8.24236,glide-grid_6eti,,,-8.24236,0.0,,,,,,,,,,,,,1.0,,,-8.24236,-35.722,-2.24077,-37.9628,9.04513,-44.1572
7423,Z2220734568,5369,Done,113.04,-8.24223,glide-grid_6eti,,,-8.24223,0.0,,,,,,,,,,,,,1.0,,,-8.24223,-42.4684,-2.95749,-45.4259,0.0,-68.1038
7425,Z2073608815,841,Done,63.33,-8.24177,glide-grid_6eti,,,-8.24177,-0.691081,,,,,,,,,,,,,1.0,,,-8.24177,-48.8548,-4.37511,-53.2299,3.90589,-86.1648
7429,Z953543500,11365,Done,89.61,-8.24125,glide-grid_6eti,,,-8.24125,0.0,,,,,,,,,,,,,1.0,,,-8.24125,-42.0304,-2.27885,-44.3092,1.25401,-65.1714
7431,Z1444115751,10968,Done,49.63,-8.24115,glide-grid_6eti,,,-8.24115,-0.7,,,,,,,,,,,,,1.0,,,-8.24115,-35.3076,-5.37435,-40.6819,1.16072,-57.1628
7432,Z1188818408,17810,Done,58.34,-8.24102,glide-grid_6eti,,,-8.24102,-0.483937,,,,,,,,,,,,,1.0,,,-8.24102,-44.5699,-4.64114,-49.211,1.49327,-75.7997
7434,Z899351360,3418,Done,52.24,-8.24077,glide-grid_6eti,,,-8.24077,0.0,,,,,,,,,,,,,1.0,,,-8.24077,-41.0624,-1.99642,-43.0588,2.69351,-61.8028
7435,Z1455163436,3942,Done,68.1,-8.24073,glide-grid_6eti,,,-8.24073,-0.607518,,,,,,,,,,,,,1.0,,,-8.24073,-29.7618,-5.64528,-35.4071,0.0,-50.968
7436,Z1931190454,11670,Done,69.15,-8.24066,glide-grid_6eti,,,-8.24066,0.0,,,,,,,,,,,,,1.0,,,-8.24066,-43.5647,-4.92931,-48.494,7.19835,-70.3412
7440,Z933623080,11797,Done,27.64,-8.23984,glide-grid_6eti,,,-8.23984,-0.496349,,,,,,,,,,,,,1.0,,,-8.23984,-36.1409,-2.35984,-38.5008,0.829418,-55.0567
7442,Z1498163948,4922,Done,35.6,-8.23978,glide-grid_6eti,,,-8.23978,0.0,,,,,,,,,,,,,1.0,,,-8.23978,-36.3762,-1.36565,-37.7419,3.64102,-53.5193
7443,Z2013124495,19166,Done,19.5,-8.23963,glide-grid_6eti,,,-8.23963,0.0,,,,,,,,,,,,,1.0,,,-8.23963,-31.9805,-0.979197,-32.9597,2.1037,-43.6116
7446,Z85518218,16756,Done,45.92,-8.23904,glide-grid_6eti,,,-8.23904,0.0,,,,,,,,,,,,,1.0,,,-8.23904,-38.3336,-1.67356,-40.0072,2.73069,-60.4567
7450,Z1438512233,1929,Done,181.71,-8.23822,glide-grid_6eti,,,-8.23822,-1.33,,,,,,,,,,,,,1.0,,,-8.23822,-56.349,-1.77872,-58.1277,8.98221,-88.9036
7452,Z1539144733,7798,Done,37.91,-8.23738,glide-grid_6eti,,,-8.23738,0.0,,,,,,,,,,,,,1.0,,,-8.23738,-23.1501,-2.21239,-25.3625,12.495,-16.5912
7455,Z1103455519,608,Done,49.78,-8.23701,glide-grid_6eti,,,-8.23701,-0.7,,,,,,,,,,,,,1.0,,,-8.23701,-37.5076,-6.3161,-43.8237,0.410777,-65.3664
7457,Z2435371071,7148,Done,55.76,-8.23675,glide-grid_6eti,,,-8.23675,0.0,,,,,,,,,,,,,1.0,,,-8.23675,-38.8962,-4.90898,-43.8051,4.08238,-63.4997
7459,Z2217324443,6475,Done,83.46,-8.23665,glide-grid_6eti,,,-8.23665,-0.651784,,,,,,,,,,,,,1.0,,,-8.23665,-43.9584,-3.67027,-47.6287,6.80216,-66.2973
7461,Z1422128669,1047,Done,14.64,-8.23619,glide-grid_6eti,,,-8.23619,0.0,,,,,,,,,,,,,1.0,,,-8.23619,-36.9723,-0.988842,-37.9612,0.1694,-54.5765
7464,Z1548113638,16103,Done,30.14,-8.23506,glide-grid_6eti,,,-8.23506,0.0,,,,,,,,,,,,,1.0,,,-8.23506,-38.2794,-0.501284,-38.7806,2.51032,-57.9332
7466,Z2218669536,16244,Done,69.17,-8.23465,glide-grid_6eti,,,-8.23465,-1.02565,,,,,,,,,,,,,1.0,,,-8.23465,-36.5858,-6.98502,-43.5709,0.513358,-65.0043
7470,Z2413256906,16759,Done,43.04,-8.23343,glide-grid_6eti,,,-8.23343,-0.161762,,,,,,,,,,,,,1.0,,,-8.23343,-38.2849,-5.48825,-43.7732,1.73242,-59.9128
7477,Z3687056889,8858,Done,86.94,-8.23258,glide-grid_6eti,,,-8.23258,-0.96,,,,,,,,,,,,,1.0,,,-8.23258,-34.5247,-5.8228,-40.3475,9.45701,-57.205
7478,Z1203075735,766,Done,52.35,-8.23258,glide-grid_6eti,,,-8.23258,0.0,,,,,,,,,,,,,1.0,,,-8.23258,-38.6979,-3.64431,-42.3422,11.0228,-57.4446
7480,Z2953597988,12444,Done,41.58,-8.23237,glide-grid_6eti,,,-8.23237,0.0,,,,,,,,,,,,,1.0,,,-8.23237,-28.1913,-2.24163,-30.4329,0.957944,-35.9251
7484,Z1269640133,13972,Done,55.22,-8.23207,glide-grid_6eti,,,-8.23207,-0.7,,,,,,,,,,,,,1.0,,,-8.23207,-38.7019,-4.07772,-42.7796,3.05033,-59.7654
7485,Z2276513349,9719,Done,65.55,-8.23198,glide-grid_6eti,,,-8.23198,0.0,,,,,,,,,,,,,1.0,,,-8.23198,-31.982,-0.194644,-32.1766,4.80405,-45.9187
7486,Z1537405973,18125,Done,49.6,-8.23192,glide-grid_6eti,,,-8.23192,-0.946789,,,,,,,,,,,,,1.0,,,-8.23192,-40.0075,-3.09125,-43.0987,5.22972,-62.8042
7487,Z1537119472,16087,Done,77.38,-8.23109,glide-grid_6eti,,,-8.23109,0.0,,,,,,,,,,,,,1.0,,,-8.23109,-36.3658,-1.19611,-37.5619,1.62707,-61.4098
7489,Z2170399632,962,Done,29.1,-8.23072,glide-grid_6eti,,,-8.23072,0.0,,,,,,,,,,,,,1.0,,,-8.23072,-35.124,-4.32077,-39.4448,1.44217,-56.1642
7491,Z645423350,12022,Done,72.8,-8.23066,glide-grid_6eti,,,-8.23066,-0.408155,,,,,,,,,,,,,1.0,,,-8.23066,-36.678,-3.55798,-40.236,3.05378,-58.5856
7492,Z1987302403,11799,Done,21.97,-8.23051,glide-grid_6eti,,,-8.23051,-0.584313,,,,,,,,,,,,,1.0,,,-8.23051,-32.1017,-2.83081,-34.9326,0.204363,-51.3757
7495,Z1500216327,9496,Done,69.73,-8.23024,glide-grid_6eti,,,-8.23024,-0.0847675,,,,,,,,,,,,,1.0,,,-8.23024,-38.2181,0.241591,-37.9765,1.08095,-56.0625
7496,Z2361048968,17923,Done,71.18,-8.22994,glide-grid_6eti,,,-8.22994,-0.16169,,,,,,,,,,,,,1.0,,,-8.22994,-40.0044,-4.0846,-44.089,2.27155,-62.9761
7498,Z3216017317,343,Done,56.58,-8.2289,glide-grid_6eti,,,-8.2289,-0.7,,,,,,,,,,,,,1.0,,,-8.2289,-39.6719,-6.18923,-45.8611,6.62946,-66.8953
7502,Z1593816731,931,Done,107.87,-8.22842,glide-grid_6eti,,,-8.22842,-0.412498,,,,,,,,,,,,,1.0,,,-8.22842,-39.1064,-5.93529,-45.0417,5.76523,-60.7881
7503,Z3303476230,14496,Done,59.34,-8.22842,glide-grid_6eti,,,-8.22842,0.0,,,,,,,,,,,,,1.0,,,-8.22842,-36.7289,0.849064,-35.8798,7.14003,-51.3544
7504,Z2220980416,2390,Done,44.02,-8.22831,glide-grid_6eti,,,-8.22831,-0.648688,,,,,,,,,,,,,1.0,,,-8.22831,-35.4633,-5.61651,-41.0798,1.13096,-59.0049
7508,Z1972101298,5703,Done,109.54,-8.22753,glide-grid_6eti,,,-8.22753,0.0,,,,,,,,,,,,,1.0,,,-8.22753,-39.1455,-5.31255,-44.4581,4.67797,-63.9361
7509,Z1500672240,13883,Done,45.55,-8.22731,glide-grid_6eti,,,-8.22731,0.0,,,,,,,,,,,,,1.0,,,-8.22731,-38.6193,0.24562,-38.3737,5.07788,-55.4567
7512,Z2900718991,14352,Done,74.19,-8.22641,glide-grid_6eti,,,-8.22641,0.0,,,,,,,,,,,,,1.0,,,-8.22641,-39.399,-2.27257,-41.6716,2.07217,-61.5182
7514,Z3099954416,12308,Done,54.02,-8.22624,glide-grid_6eti,,,-8.22624,-0.504914,,,,,,,,,,,,,1.0,,,-8.22624,-42.0238,-5.73749,-47.7613,2.48644,-71.0052
7515,Z1572387519,11488,Done,70.15,-8.22618,glide-grid_6eti,,,-8.22618,0.0,,,,,,,,,,,,,1.0,,,-8.22618,-39.9404,-0.285878,-40.2263,3.23927,-54.8461
7518,Z739200266,10035,Done,96.72,-8.22607,glide-grid_6eti,,,-8.22607,-0.140268,,,,,,,,,,,,,1.0,,,-8.22607,-38.7775,-1.92929,-40.7068,8.17413,-57.0671
7519,Z1497566674,13889,Done,63.78,-8.2255,glide-grid_6eti,,,-8.2255,-0.102491,,,,,,,,,,,,,1.0,,,-8.2255,-35.1638,-4.58043,-39.7442,8.17501,-54.1524
7525,Z2041573216,17788,Done,27.69,-8.2248,glide-grid_6eti,,,-8.2248,-0.237166,,,,,,,,,,,,,1.0,,,-8.2248,-35.0442,-1.72599,-36.7702,0.575069,-53.5559
7528,Z3686050840,8700,Done,30.04,-8.22458,glide-grid_6eti,,,-8.22458,0.0,,,,,,,,,,,,,1.0,,,-8.22458,-29.8,-0.89189,-30.6919,8.10817,-33.6935
7529,Z2483014541,4651,Done,64.03,-8.22426,glide-grid_6eti,,,-8.22426,0.0,,,,,,,,,,,,,1.0,,,-8.22426,-34.7112,-5.07655,-39.7877,2.43215,-52.3035
7532,Z2949585361,16353,Done,61.08,-8.22308,glide-grid_6eti,,,-8.22308,0.0,,,,,,,,,,,,,1.0,,,-8.22308,-39.6811,-1.02852,-40.7096,9.79854,-55.984
7534,Z969098670,1222,Done,33.35,-8.22258,glide-grid_6eti,,,-8.22258,0.0,,,,,,,,,,,,,1.0,,,-8.22258,-30.185,-0.237709,-30.4227,2.91966,-39.2555
7536,Z2763008248,11089,Done,29.34,-8.22196,glide-grid_6eti,,,-8.22196,0.0,,,,,,,,,,,,,1.0,,,-8.22196,-37.5389,-0.776192,-38.3151,5.5607,-52.446
7538,Z1210137873,18372,Done,79.2,-8.22162,glide-grid_6eti,,,-8.22162,0.0,,,,,,,,,,,,,1.0,,,-8.22162,-44.1303,-3.78981,-47.9201,14.1529,-66.4562
7539,Z1015372036,5856,Done,101.34,-8.22149,glide-grid_6eti,,,-8.22149,-0.398882,,,,,,,,,,,,,1.0,,,-8.22149,-40.5673,-3.84884,-44.4162,1.96874,-60.4749
7541,Z1545231345,5404,Done,87.32,-8.22131,glide-grid_6eti,,,-8.22131,0.0,,,,,,,,,,,,,1.0,,,-8.22131,-29.5195,-2.24236,-31.7618,13.0306,-42.5887
7542,Z1549164849,7810,Done,44.34,-8.22106,glide-grid_6eti,,,-8.22106,0.0,,,,,,,,,,,,,1.0,,,-8.22106,-38.996,-1.70952,-40.7055,1.79428,-56.9379
7543,Z1650100880,8174,Done,47.66,-8.22097,glide-grid_6eti,,,-8.22097,0.0,,,,,,,,,,,,,1.0,,,-8.22097,-36.7006,-5.25881,-41.9594,2.34946,-64.1916
7547,Z1539889437,10926,Done,56.32,-8.22036,glide-grid_6eti,,,-8.22036,0.0,,,,,,,,,,,,,1.0,,,-8.22036,-35.0577,-2.2244,-37.2821,7.62473,-53.692
7548,Z2780713704,7250,Done,69.54,-8.21987,glide-grid_6eti,,,-8.21987,-0.7,,,,,,,,,,,,,1.0,,,-8.21987,-46.2486,-2.96021,-49.2088,5.68427,-70.0447
7552,Z2951944688,2157,Done,55.88,-8.21847,glide-grid_6eti,,,-8.21847,0.0,,,,,,,,,,,,,1.0,,,-8.21847,-43.5622,0.544355,-43.0179,4.42152,-59.2017
7553,Z2164889919,9683,Done,35.38,-8.21845,glide-grid_6eti,,,-8.21845,-0.7,,,,,,,,,,,,,1.0,,,-8.21845,-38.6533,-4.89644,-43.5497,5.84217,-64.4188
7554,Z356944200,3722,Done,69.44,-8.21817,glide-grid_6eti,,,-8.21817,0.0,,,,,,,,,,,,,1.0,,,-8.21817,-41.4056,-1.13968,-42.5453,2.08943,-61.758
7555,Z1134133556,17419,Done,35.96,-8.2178,glide-grid_6eti,,,-8.2178,-0.363704,,,,,,,,,,,,,1.0,,,-8.2178,-41.3787,-0.597679,-41.9764,0.663465,-61.6045
7557,Z1038533628,5356,Done,54.92,-8.21757,glide-grid_6eti,,,-8.21757,-1.19292,,,,,,,,,,,,,1.0,,,-8.21757,-40.752,-1.31353,-42.0656,6.2543,-66.211
7564,Z3997056951,20198,Done,64.63,-8.21663,glide-grid_6eti,,,-8.21663,0.0,,,,,,,,,,,,,1.0,,,-8.21663,-33.888,-0.832759,-34.7207,8.36669,-50.3018
7568,Z1578654845,11493,Done,51.28,-8.21609,glide-grid_6eti,,,-8.21609,0.0,,,,,,,,,,,,,1.0,,,-8.21609,-38.7981,-3.31799,-42.1161,1.37842,-55.0721
7570,Z1602054109,5227,Done,95.0,-8.21569,glide-grid_6eti,,,-8.21569,-0.012002,,,,,,,,,,,,,1.0,,,-8.21569,-38.0832,-4.37627,-42.4595,1.58457,-62.4689
7575,Z1576971320,5314,Done,29.83,-8.21493,glide-grid_6eti,,,-8.21493,0.0,,,,,,,,,,,,,1.0,,,-8.21493,-47.9636,-1.75707,-49.7207,3.18111,-81.2104
7578,Z1529699159,18566,Done,70.41,-8.2136,glide-grid_6eti,,,-8.2136,0.0,,,,,,,,,,,,,1.0,,,-8.2136,-47.3252,-3.33723,-50.6624,6.56067,-76.1386
7579,Z1513516273,3835,Done,68.97,-8.21337,glide-grid_6eti,,,-8.21337,-0.7,,,,,,,,,,,,,1.0,,,-8.21337,-29.0944,-3.40508,-32.4995,3.79972,-48.738
7580,Z2010456870,14519,Done,43.12,-8.21334,glide-grid_6eti,,,-8.21334,-0.583716,,,,,,,,,,,,,1.0,,,-8.21334,-34.6045,-5.44663,-40.0512,5.44815,-57.5722
7582,Z2068621679,18170,Done,63.07,-8.21319,glide-grid_6eti,,,-8.21319,0.0,,,,,,,,,,,,,1.0,,,-8.21319,-35.0071,-2.64563,-37.6527,13.4935,-48.2165
7584,Z644685624,11371,Done,35.87,-8.21313,glide-grid_6eti,,,-8.21313,0.0,,,,,,,,,,,,,1.0,,,-8.21313,-37.8075,-0.258029,-38.0655,5.18377,-52.5385
7585,Z1786438828,6082,Done,96.65,-8.21313,glide-grid_6eti,,,-8.21313,0.0,,,,,,,,,,,,,1.0,,,-8.21313,-43.5125,-1.05827,-44.5708,3.15265,-69.6917
7587,Z1411095204,18906,Done,30.8,-8.21288,glide-grid_6eti,,,-8.21288,0.0,,,,,,,,,,,,,1.0,,,-8.21288,-42.3637,-5.18057,-47.5443,8.89868,-69.4302
7589,Z1376327585,14234,Done,66.4,-8.21267,glide-grid_6eti,,,-8.21267,0.0,,,,,,,,,,,,,1.0,,,-8.21267,-44.6799,-0.192708,-44.8726,2.49423,-68.4391
7592,Z2234689768,18830,Done,40.73,-8.21253,glide-grid_6eti,,,-8.21253,0.0,,,,,,,,,,,,,1.0,,,-8.21253,-33.7607,-5.15901,-38.9197,2.07155,-57.415
7594,Z2223976929,9110,Done,58.42,-8.21216,glide-grid_6eti,,,-8.21216,-0.7,,,,,,,,,,,,,1.0,,,-8.21216,-40.42,-3.41137,-43.8314,3.78505,-62.4792
7595,Z846820378,16260,Done,52.22,-8.21182,glide-grid_6eti,,,-8.21182,0.0,,,,,,,,,,,,,1.0,,,-8.21182,-40.2019,-3.46007,-43.6619,7.19937,-59.4287
7596,Z2073904769,14188,Done,54.13,-8.21181,glide-grid_6eti,,,-8.21181,-0.305619,,,,,,,,,,,,,1.0,,,-8.21181,-35.4084,-4.71004,-40.1184,4.9403,-59.4657
7597,Z3049161031,6711,Done,34.93,-8.21175,glide-grid_6eti,,,-8.21175,0.0,,,,,,,,,,,,,1.0,,,-8.21175,-31.6439,-3.22965,-34.8736,4.10269,-36.5401
7601,Z2232834126,6545,Done,92.85,-8.21089,glide-grid_6eti,,,-8.21089,0.0,,,,,,,,,,,,,1.0,,,-8.21089,-39.3451,-2.46786,-41.813,7.09965,-57.5944
7604,Z2227609729,13608,Done,91.76,-8.21054,glide-grid_6eti,,,-8.21054,-0.7,,,,,,,,,,,,,1.0,,,-8.21054,-34.9436,-4.75057,-39.6942,3.04984,-58.5255
7605,Z2033174769,1842,Done,84.36,-8.21024,glide-grid_6eti,,,-8.21024,0.0,,,,,,,,,,,,,1.0,,,-8.21024,-42.1672,-2.57491,-44.7421,2.58686,-65.9098
7607,Z2953613613,2421,Done,27.85,-8.21013,glide-grid_6eti,,,-8.21013,0.0,,,,,,,,,,,,,1.0,,,-8.21013,-39.9382,-0.718032,-40.6563,2.22397,-57.0849
7609,Z806560260,1299,Done,96.81,-8.20985,glide-grid_6eti,,,-8.20985,-0.602645,,,,,,,,,,,,,1.0,,,-8.20985,-43.5898,-3.89116,-47.481,3.80662,-66.9325
7612,Z2607558238,8558,Done,42.36,-8.20939,glide-grid_6eti,,,-8.20939,0.0,,,,,,,,,,,,,1.0,,,-8.20939,-28.6405,1.49056,-27.1499,2.43884,-37.4505
7613,Z736637446,6258,Done,51.6,-8.20931,glide-grid_6eti,,,-8.20931,0.0,,,,,,,,,,,,,1.0,,,-8.20931,-34.4825,-2.4469,-36.9294,0.648861,-55.6086
7614,Z1323560959,18921,Done,33.34,-8.20925,glide-grid_6eti,,,-8.20925,0.0,,,,,,,,,,,,,1.0,,,-8.20925,-34.116,-3.15737,-37.2733,0.0,-53.3936
7620,Z503780312,19860,Done,80.16,-8.20852,glide-grid_6eti,,,-8.20852,0.0,,,,,,,,,,,,,1.0,,,-8.20852,-48.0855,-1.83982,-49.9253,14.5373,-79.7361
7622,Z649772066,4527,Done,26.81,-8.20819,glide-grid_6eti,,,-8.20819,0.0,,,,,,,,,,,,,1.0,,,-8.20819,-37.2149,-1.0172,-38.2321,4.66579,-53.78
7623,Z736061998,14668,Done,83.67,-8.20806,glide-grid_6eti,,,-8.20806,-0.242819,,,,,,,,,,,,,1.0,,,-8.20806,-34.0623,-5.25884,-39.3212,7.62478,-51.7308
7624,Z1275007665,15784,Done,78.55,-8.20779,glide-grid_6eti,,,-8.20779,0.0,,,,,,,,,,,,,1.0,,,-8.20779,-50.0644,-2.08756,-52.1519,1.44223,-84.1289
7626,Z802691134,11239,Done,23.76,-8.20755,glide-grid_6eti,,,-8.20755,0.0,,,,,,,,,,,,,1.0,,,-8.20755,-34.2406,-5.2851,-39.5257,3.05207,-52.6012
7628,Z1580687397,15761,Done,69.78,-8.20721,glide-grid_6eti,,,-8.20721,0.0,,,,,,,,,,,,,1.0,,,-8.20721,-39.5386,-2.0229,-41.5615,5.5879,-61.6787
7630,Z2033165558,17758,Done,34.13,-8.20669,glide-grid_6eti,,,-8.20669,0.0,,,,,,,,,,,,,1.0,,,-8.20669,-37.5457,-1.46242,-39.0081,2.71655,-48.5597
7634,Z2778479578,4056,Done,43.27,-8.20626,glide-grid_6eti,,,-8.20626,0.0,,,,,,,,,,,,,1.0,,,-8.20626,-38.0371,0.613279,-37.4238,2.66232,-51.2735
7637,Z1527512915,17192,Done,35.26,-8.20563,glide-grid_6eti,,,-8.20563,-0.7,,,,,,,,,,,,,1.0,,,-8.20563,-32.083,-6.08985,-38.1729,3.16722,-56.0967
7638,Z2967606830,15157,Done,45.21,-8.20544,glide-grid_6eti,,,-8.20544,0.0,,,,,,,,,,,,,1.0,,,-8.20544,-43.3701,-2.78624,-46.1564,0.610474,-72.1666
7642,Z1169929994,1907,Done,67.38,-8.205,glide-grid_6eti,,,-8.205,0.0,,,,,,,,,,,,,1.0,,,-8.205,-39.9129,-1.56007,-41.4729,1.02378,-60.0053
7643,Z2346752820,20073,Done,33.74,-8.20483,glide-grid_6eti,,,-8.20483,0.0,,,,,,,,,,,,,1.0,,,-8.20483,-39.4404,-2.11337,-41.5538,5.38162,-51.5657
7647,Z2795683515,10497,Done,39.33,-8.20416,glide-grid_6eti,,,-8.20416,0.0,,,,,,,,,,,,,1.0,,,-8.20416,-35.9832,-4.27693,-40.2601,0.368673,-58.5659
7650,Z373664912,5201,Done,55.57,-8.2034,glide-grid_6eti,,,-8.2034,0.0,,,,,,,,,,,,,1.0,,,-8.2034,-38.542,-2.23664,-40.7786,0.631725,-61.1271
7653,Z18477761,544,Done,52.21,-8.2029,glide-grid_6eti,,,-8.2029,-0.7,,,,,,,,,,,,,1.0,,,-8.2029,-37.2863,-4.96931,-42.2556,4.40936,-58.8421
7654,Z2910698425,6853,Done,72.58,-8.20273,glide-grid_6eti,,,-8.20273,0.0,,,,,,,,,,,,,1.0,,,-8.20273,-35.6772,-0.582632,-36.2599,7.98547,-47.5928
7655,Z1147688290,14635,Done,72.48,-8.2026,glide-grid_6eti,,,-8.2026,0.0,,,,,,,,,,,,,1.0,,,-8.2026,-42.9026,0.831858,-42.0708,8.4852,-62.6297
7659,Z2625829890,13771,Done,64.45,-8.20237,glide-grid_6eti,,,-8.20237,0.0,,,,,,,,,,,,,1.0,,,-8.20237,-46.2649,-3.83724,-50.1021,7.144,-69.5967
7662,Z765709598,6001,Done,114.21,-8.20192,glide-grid_6eti,,,-8.20192,0.0,,,,,,,,,,,,,1.0,,,-8.20192,-48.4753,-0.408622,-48.884,7.0377,-74.1001
7664,Z1579208588,17233,Done,60.75,-8.20147,glide-grid_6eti,,,-8.20147,0.0,,,,,,,,,,,,,1.0,,,-8.20147,-40.8232,-1.3769,-42.2001,1.91187,-61.4136
7665,Z1546381088,9642,Done,72.77,-8.20117,glide-grid_6eti,,,-8.20117,0.0,,,,,,,,,,,,,1.0,,,-8.20117,-31.8561,-4.41845,-36.2746,3.90514,-52.2969
7667,Z804343286,11484,Done,67.25,-8.20105,glide-grid_6eti,,,-8.20105,0.0,,,,,,,,,,,,,1.0,,,-8.20105,-34.1665,-3.12676,-37.2932,33.1429,-28.8409
7668,Z2898204788,323,Done,30.3,-8.20093,glide-grid_6eti,,,-8.20093,0.0,,,,,,,,,,,,,1.0,,,-8.20093,-37.549,-0.916568,-38.4656,5.94889,-46.6697
7670,Z983206670,13339,Done,68.69,-8.20086,glide-grid_6eti,,,-8.20086,0.0,,,,,,,,,,,,,1.0,,,-8.20086,-39.5255,-1.39449,-40.92,26.8549,-43.9555
7671,Z224961876,9754,Done,45.66,-8.20081,glide-grid_6eti,,,-8.20081,0.0,,,,,,,,,,,,,1.0,,,-8.20081,-45.8941,-2.16878,-48.0629,9.23698,-63.8683
7672,Z2156601263,15683,Done,33.5,-8.20048,glide-grid_6eti,,,-8.20048,-0.362806,,,,,,,,,,,,,1.0,,,-8.20048,-30.8712,0.7616,-30.1096,0.532622,-40.834
7675,Z806431392,17577,Done,33.18,-8.20012,glide-grid_6eti,,,-8.20012,0.0,,,,,,,,,,,,,1.0,,,-8.20012,-38.215,-3.38894,-41.6039,1.06049,-54.8442
7676,Z2898169345,2893,Done,43.75,-8.20007,glide-grid_6eti,,,-8.20007,0.0,,,,,,,,,,,,,1.0,,,-8.20007,-37.3399,-1.96026,-39.3001,5.16521,-55.976
7679,Z2011565423,14649,Done,51.49,-8.19946,glide-grid_6eti,,,-8.19946,-0.7,,,,,,,,,,,,,1.0,,,-8.19946,-41.3977,-3.21873,-44.6165,1.4627,-67.6694
7680,Z45524933,7368,Done,74.31,-8.19944,glide-grid_6eti,,,-8.19944,0.0,,,,,,,,,,,,,1.0,,,-8.19944,-36.067,-2.41137,-38.4784,10.6337,-46.449
7681,Z2968154776,11131,Done,39.31,-8.19921,glide-grid_6eti,,,-8.19921,0.0,,,,,,,,,,,,,1.0,,,-8.19921,-33.3683,-1.61064,-34.979,1.64135,-49.9182
7682,Z1470838860,17889,Done,105.87,-8.19911,glide-grid_6eti,,,-8.19911,-0.636455,,,,,,,,,,,,,1.0,,,-8.19911,-36.5708,-7.01846,-43.5892,0.0,-63.3552
7684,Z2910752532,293,Done,49.0,-8.19853,glide-grid_6eti,,,-8.19853,-0.35,,,,,,,,,,,,,1.0,,,-8.19853,-35.2109,0.527674,-34.6833,4.1817,-48.6188
7686,Z2847065498,17813,Done,104.33,-8.19758,glide-grid_6eti,,,-8.19758,-0.7,,,,,,,,,,,,,1.0,,,-8.19758,-37.9062,-8.64667,-46.5529,5.42522,-65.9987
7688,Z2041257149,8479,Done,73.85,-8.19735,glide-grid_6eti,,,-8.19735,-0.7,,,,,,,,,,,,,1.0,,,-8.19735,-37.9339,-5.47937,-43.4133,2.55982,-65.5918
7690,Z2022605873,562,Done,47.18,-8.19728,glide-grid_6eti,,,-8.19728,0.0,,,,,,,,,,,,,1.0,,,-8.19728,-38.9447,-0.0260269,-38.9707,9.01176,-48.4876
7693,Z2357814699,4182,Done,48.09,-8.197,glide-grid_6eti,,,-8.197,0.0,,,,,,,,,,,,,1.0,,,-8.197,-35.2118,-5.66536,-40.8772,4.13794,-56.6416
7694,Z2209134825,12275,Done,101.67,-8.19668,glide-grid_6eti,,,-8.19668,0.0,,,,,,,,,,,,,1.0,,,-8.19668,-43.3863,-1.28644,-44.6728,7.73526,-61.2078
7695,Z2064281986,3277,Done,42.85,-8.19614,glide-grid_6eti,,,-8.19614,-0.148991,,,,,,,,,,,,,1.0,,,-8.19614,-28.9703,-1.59457,-30.5649,9.03961,-40.0602
7696,Z31118884,10026,Done,43.68,-8.19585,glide-grid_6eti,,,-8.19585,0.0,,,,,,,,,,,,,1.0,,,-8.19585,-34.4651,-1.12718,-35.5923,4.00253,-50.88
7699,Z2506544737,14465,Done,30.34,-8.19546,glide-grid_6eti,,,-8.19546,-0.34217,,,,,,,,,,,,,1.0,,,-8.19546,-39.7748,-2.64243,-42.4172,1.71196,-57.4162
